Código,Fecha Depósito,Nombre entidad que deposita,Texto depositado,Pólizas/Cláusulas,Temas,Res. Autoriza,Res. Prohibición
CAD292136,Res. 294 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"CLAUSULA DE MUERTE ACCIDENTAL, ADICIONAL A: POLIZA DE SEGURO DE VIDA SOBRE PROTECCION FAMILIAR, CODIGO POL 2 91 005; POLIZA DE SEGURO DE VIDA DOTAL INCREMENTADO EN 50% EN CASO DE FALLECIMIENTO DEL ASEGURADO, CODIGO POL 2 91 006; POLIZA DE SEGURO DE VIDA DOTAL DE FRACCIONES ANTICIPADAS, CODIGO POL 2 91 007; POLIZA DE SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 91 009; SEGURO DE VIDA INDIVIDUAL CON PLAN DE BECA PARA LA EDUCACION UNIVERSITARIA, CODIGO POL 2 91 012; POLIZA DE SEGURO DE VIDA DE CAPITALIZACION Y JUBILACION, CODIGO POL 2 91 071; SEGURO DE VIDA CON VALORES GARANTIZADOS, CODIGO POL 2 92 066; SEGURO DE VIDA SIN VALORES GARANTIZADOS, CODIGO POL 2 92 090; SEGURO COLECTIVO TEMPORAL DE VIDA, CODIGO POL 2 92 098; POLIZA DE SEGURO VIDA INDIVIDUAL VARIABLE, CODIGO POL 2 96 050; SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 97 025, POLIZA DE SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, CODIGO POL 2 97 030; POLIZA DE SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 98 034;  SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, CODIGO POL 2 00 017; POLIZA DE SEGURO DE SALUD ONCOLOGICA, COD. POL 3 01 022; PÓLIZA DE SEGURO DE ENFERMEDADES GRAVES, CÓDIGO POL 3 01 029; PÓLIZA DE SEGURO DE VIDA CON AHORRO CÓDIGO POL 2 02 061;  POLIZA DE REEMBOLSO DE GASTOS MEDICOS A CAUSA DE ACCIDENTE, COD. POL 3 02 083; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 3 03 010; SEGURO DE VIDA INDIVIDUAL, CÓDIGO POL 2 04 027; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD, POL 2 04 080; SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 04 081; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 04 088; SEGURO COLECTIVO TEMPORAL DE VIDA COD. POL 2 05 001; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 05 010; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 05 016; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, COD. POL 2 05 029; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 05 044; SEGURO DE VIDA Y AHORRO CON RENTABILIDAD VARIABLE, COD. POL 2 06 012; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 06 023; POLIZA DE SEGURO TEMPORAL DE VIDA, COD. POL 2 06 049; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 07 007; SEGURO DE VIDA INDIVIDUAL DE AHORRO CON 57 BIS, COD. POL 2 07 013; SEGURO TEMPORAL DE VIDA COD. POL 2 07 014; SEGURO DE VIDA INDIVIDUAL TEMPORAL Y  RENOVABLE ANUALMENTE, COD. POL 2 08 037; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 08 067; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL 2 08 068; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES CON 57 BIS, COD. POL 2 08 070; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, COD. POL2 08072; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, COD. POL 2 08 073; SEGURO DE VIDA Y AHORRO CON RENTABILIDAD VARIABLE, COD. POL 2 09 004; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD POL 2 09 095; POLIZA DE  SEGURO COLECTIVO DE VIDA, COD. POL 2 09 135; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 09 146; SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 09 206; POLIZA DE SEGURO COLECTIVO TEMPORAL DE VIDA CON AHORRO, COD. POL 2 09 217; SEGURO DE VIDA INDIVIDUAL DE AHORRO CON 57 BIS, COD. POL 2 10 006; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 10 007; POLIZA DE SEGURO DE VIDA SOBRE PROTECCION FAMILIAR, COD. POL 2 10 013; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL210016; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL210026; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL210027; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL210028; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL210029; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 10 058; SEGURO DE ENFERMEDADES GRAVES, COD. POL 3 10 113; SEGURO DE VIDA E INVERSION CON RENTABILIDAD VARIABLE, COD. POL 2 10 144, SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD.POL 2 10 168, SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD.POL 2 10 169; SEGURO COLECTIVO DE VIDA, COD. POL 2 10 174; SEGURO COLECTIVO TEMPORAL DE VIDA CON AHORRO, COD. POL 2 12 047, POLIZA DE  SEGURO COLECTIVO DE VIDA, COD. POL 2 12 101.",,"- MODELO PROHIBIDO
- Salud
- Vida
", - ,171 del 19/06/2014
CAD292137,Res. 294 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"CLAUSULA DE INVALIDEZ POR ACCIDENTE, ADICIONAL A: POLIZA DE SEGURO DE VIDA INDIVIDUAL, COD. POL 2 91 009; SEGURO DE VIDA CON VALORES GARANTIZADOS, COD. POL 2 92 066; SEGURO DE VIDA SIN VALORES GARANTIZADOS, COD. POL 2 92 090; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 92 098; POLIZA DE SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 95 043; POLIZA DE SEGURO DE VIDA INDIVIDUAL, COD. POL 2 96 050; SEGURO DE VIDA INDIVIDUAL, COD. POL 2 97 025;  POLIZA DE SEGURO DE VIDA INDIVIDUAL, COD. POL 2 98 034; SEGURO DE VIDA INDIVIDUAL, CÓD. POL 2 04 027; SEGURO COLECTIVO DE VIDA, COD. POL 2 04 071; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD, POL 2 04 080; SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 04 081; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 04 088; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 05 001; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 05 010; SEGURO DE VIDA INDIVIDUAL DE AHORRO CON 57 BIS, COD. POL 2 07 013; SEGURO DE VIDA INDIVIDUAL TEMPORAL Y  RENOVABLE ANUALMENTE, COD. POL 2 08 037; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD POL 2 09 095; POLIZA DE  SEGURO COLECTIVO DE VIDA, COD. POL 2 09 135; POLIZA DE SEGURO COLECTIVO TEMPORAL DE VIDA CON AHORRO, COD. POL 2 09 217; SEGURO DE VIDA INDIVIDUAL DE AHORRO CON 57 BIS, COD. POL 2 10 006; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 10 007; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL210016; SEGURO COLECTIVO DE VIDA, COD. POL 2 10 174; POLIZA DE  SEGURO COLECTIVO DE VIDA, COD. POL 2 12 101.

MODIFICADA POR RES.: 007 DE 13.01.93 - 152 DE 12.07.95 - 104 DE 24.04.97 - 183 DE 28.05.98 - 009 DE 08.01.99",,"- MODELO PROHIBIDO
- Salud
- Vida
", - ,171 del 19/06/2014
CAD292138,Res. 294 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"CLAUSULA DE INVALIDEZ ACCIDENTAL, ADICIONAL A: POLIZA DE SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 91 009; SEGURO DE VIDA INDIVIDUAL CON PLAN DE BECA PARA LA EDUCACION UNIVERSITARIA, CODIGO POL 2 91 012; POLIZA DE SEGURO DE VIDA DE CAPITALIZACION Y JUBILACION, CODIGO POL 2 91 071; SEGURO DE VIDA CON VALORES GARANTIZADOS, CODIGO POL 2 92 066; SEGURO DE VIDA SIN VALORES GARANTIZADOS, COD. POL 2 92 090; SEGURO COLECTIVO TEMPORAL DE VIDA, CODIGO POL 2 92 098; POLIZA DE SEGURO COLECTIVO TEMPORAL DE VIDA, CODIGO POL 2 95 043;  SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 97 025, POLIZA DE SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, CODIGO POL 2 97 030; POLIZA DE SEGURO DE VIDA INDIVIDUAL, COD. POL 2 98 034; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, CODIGO POL 2 00 017; POLIZA E SEGURO COLECTIVO TEMPORAL DE VIDA CON AHORRO, COD. POL 2 02 007; PÓLIZA DE SEGURO DE VIDA CON AHORRO CÓD. POL 2 02 061; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 03 010; SEGURO COLECTIVO DE VIDA, COD. POL 2 04 071; SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 04 081;  SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 05 016; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, COD. POL 2 05 029; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 05 044; SEGURO DE VIDA Y AHORRO CON RENTABILIDAD VARIABLE, COD. POL 2 06 012; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 06 023; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 07 007; SEGURO TEMPORAL DE VIDA COD. POL 2 07 014; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 08 067; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL 2 08 068; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES CON 57 BIS, COD. POL 2 08 070; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, COD. POL2 08072; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, COD. POL 2 08 073; SEGURO DE VIDA Y AHORRO CON RENTABILIDAD VARIABLE, COD. POL 2 09 004; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD POL 2 09 095; POLIZA DE  SEGURO COLECTIVO DE VIDA, COD. POL 2 09 135; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 09 146; POLIZA DE SEGURO COLECTIVO TEMPORAL DE VIDA CON AHORRO, COD. POL 2 09 217; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL210016; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL210026; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL210027; SEGURO COLECTIVO TEMPORAL DE VIDA,COD.POL210028; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL210029; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 10 058;  SEGURO DE VIDA E INVERSION CON RENTABILIDAD VARIABLE, COD. POL 2 10 144, SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD.POL 2 10 168, SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD.POL 2 10 169; SEGURO COLECTIVO DE VIDA, COD. POL 2 10 174; POLIZA DE  SEGURO COLECTIVO DE VIDA, COD. POL 2 12 101.


MODIF POR RES.: 007 DE 13.01.93 - 173 DE 13.08.93 - 243 DE 23.11.93 - 152 DE 12.07.95 - 183 DE 28.05.98 - 009 DE 08.01.99 - 373 DE 17.11.99 Y 366 DE 20.12.2000 	",,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD292139,Res. 294 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"CLAUSULA BENEFICIO POR ACCIDENTE, ADICIONAL A: POLIZA DE SEGURO DE VIDA SOBRE PROTECCION FAMILIAR, CODIGO POL 2 91 005; POLIZA DE SEGURO DE VIDA DOTAL INCREMENTADO EN 50% EN CASO DE FALLECIMIENTO DEL ASEGURADO, CODIGO POL 2 91 006; POLIZA DE SEGURO DE VIDA DOTAL DE FRACCIONES ANTICIPADAS, CODIGO POL 2 91 007;  POLIZA DE SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 91 009; SEGURO DE VIDA INDIVIDUAL CON PLAN DE BECA PARA LA EDUCACION UNIVERSITARIA, CODIGO POL 2 91 012; SEGURO DE VIDA CON VALORES GARANTIZADOS, CODIGO POL 2 92 066; SEGURO DE VIDA SIN VALORES GARANTIZADOS, CODIGO POL 2 92 090; SEGURO COLECTIVO TEMPORAL DE VIDA, CODIGO POL 2 92 098; SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 97 025; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, CODIGO POL 2 97 030; POLIZA DE SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 98 034; POLIZA E SEGURO COLECTIVO TEMPORAL DE VIDA CON AHORRO, COD. POL 2 02 007; POLIZA DE SEGURO DE VIDA INDIVIDUAL CON RENTABILIDAD VARIABLE, COD. POL 2 02 022;  SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 03 010; SEGURO COLECTIVO DE VIDA, COD. POL 2 04 071; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 04 080; SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 04 081; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 04 088; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 05 010; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 05 044; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 06 023; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 07 007 SEGURO DE VIDA INDIVIDUAL DE AHORRO CON 57 BIS, COD. POL 2 07 013; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 08 067; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL 2 08 068; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD POL 2 09 095; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 09 088; POLIZA DE  SEGURO COLECTIVO DE VIDA, COD. POL 2 09 135; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 09 146; POLIZA DE SEGURO COLECTIVO TEMPORAL DE VIDA CON AHORRO, COD. POL 2 09 217 SEGURO DE VIDA INDIVIDUAL DE AHORRO CON 57 BIS, COD. POL 2 10 006; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 10 007; SEGURO COLECTIVO TEMPORAL DE VIDA, CODIGO POL 2 10 016; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 10 026; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL 2 10 027; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL210028; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL210029; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 10 058, SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD.POL 2 10 168, SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD.POL 2 10 169; SEGURO COLECTIVO DE VIDA, COD. POL 2 10 174; POLIZA DE  SEGURO COLECTIVO DE VIDA, COD. POL 2 12 101.

MODIFICADA POR RES.: 007 DE 13.01.93 - 145 DE 28.06.93 - 243 DE 23.11.93 - 029 DE 27.01.98 - 183 DE  28.05.98 Y  009 DE 08.01.99",,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
POL192120,Res. 292 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,Poliza de Seguro para Vehiculos Motorizados.Modificada por Res.038 de 23.02.93.Modificada por Res.179 de 26.05.98.Modificada por Res.241 de 23.07.98.Modiifcada por Res.308 de 29.09.98.	,,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
POL192140,Res. 295 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,Poliza de Seguro para Todo Riesgo de Construccion.Modificada por Res.182 de 24.11.94.Modificada por Res.022 de 27.01.95.	,,"- Ingeniería y Computadores
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL292112,Res. 291 del 31/12/1992,COMPAñIA DE SEGUROS DE VIDA LA CHILENA CONSOLIDADA S.A.,Seguro de Vida Proteccion Familiar.	,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD292133,Res. 294 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"CLAUSULA BENEFICIOS DE GASTOS MEDICOS POR ACCIDENTE, ADICIONAL A: POLIZA DE SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 91 009; POLIZA DE SEGURO DE VIDA DE CAPITALIZACION Y JUBILACION, CODIGO POL 2 91 071; SEGURO DE VIDA CON VALORES GARANTIZADOS, CODIGO POL 2 92 066; SEGURO DE VIDA SIN VALORES GARANTIZADOS, CODIGO POL 2 92 090; SEGURO COLECTIVO TEMPORAL DE  VIDA, CODIGO POL 2 92 098; POLIZA DE SEGURO COLECTIVO TEMPORAL DE VIDA, CODIGO POL 2 95 043; SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 97 025; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, CODIGO POL 2 97 030; POLIZA DE SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 98 034; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, CODIGO POL 2 00 017; PÓLIZA DE SEGURO DE VIDA CON AHORRO CÓDIGO POL 2 02 061; SEGURO DE VIDA INDIVIDUAL, CÓDIGO POL 2 04 027; SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 04 081; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, COD. POL 2 05 029; SEGURO DE VIDA Y AHORRO CON RENTABILIDAD VARIABLE, COD. POL 2 06 012; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 06 023; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES CON 57 BIS, COD. POL 2 08 070; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, COD. POL2 08072; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, COD. POL 2 08 073; SEGURO DE VIDA Y AHORRO CON RENTABILIDAD VARIABLE, COD. POL 2 09 004; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD POL 2 09 095; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 10 026; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL 2 10 027; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL210028; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL210029; SEGURO COLECTIVO DE VIDA, COD. POL 2 10 174.

MODIF POR RES 007 DE 13.01.93 - MODIF POR RES 173 DE 13.08.93 - MODIF POR RES 015 DE 31.01.96 - MODIF POR RES 029 DE 27.01.98 - MODIF POR RES 183 DE 28.05.98 - MODIF POR RES 009 DE 08.01.99 - MODIF POR RES 366 DE 20.12.2000",,"- MODELO PROHIBIDO
- Salud
- Vida
", - ,171 del 19/06/2014
POL192111,Res. 290 del 30/12/1992,ISE COMPAñIA DE SEGUROS GENERALESS.A.,Poliza Todo Riesgo Equipo Movil de Contratista.	,,"- Ingeniería y Computadores
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
CAD292101,Res. 273 del 16/12/1992,COMPAñIA DESEGUROS DE VIDALA CHILENACONSOLIDADA S.A.,"Clausula de Cobertura Temporal de Vida, adicional a: Poliza de Seguro de Vida de Capitalizacion y Jubilacion, codigo POL 2 91 071, y Seguro de Vida con Valores Garantizados, codigo POL 2 92 066, cuando su Articulo Primero corresponda a alguna de las alternativas que señala la Resolucion. 	",,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD292102,Res. 273 del 16/12/1992,COMPAñIA DE SEGUROS DE VIDA LA CHILENA CONSOLIDADA S.A.,"CLAUSULA DE RENTA ANUAL POR FALLECIMIENTO, ADICIONAL A LAS POLIZAS SIGUIENTES: SEGURO DE VIDA CON VALORES GARANTIZADOS INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO POL 2 92 066  SOLO CUANDO SU ARTICULO PRIMERO CORRESPONDA A ALGUNA DE LAS SIGUIENTES CLAUSULAS ALTERNATIVAS; SEGURO VIDA ENTERA A PRIMA VITALICIA INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO CAL 2 92 067, SEGURO VIDA ENTERA A PRIMA TEMPORAL INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO CAL 2 92 068, SEGURO DOTAL SIMPLE INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO CAL 2 92 069, SEGURO DOTAL MIXTO INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO CAL 2 92 070, SEGURO DOBLE DOTAL CRECIENTE INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO CAL 2 92 071, SEGURO TRIPLE DOTAL CRECIENTE INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO CAL 2 92 072; SEGURO DE VIDA SIN VALORES GARANTIZADOS  INSCRITA  EN EL REGISTRO DE POLIZAS BAJO EL CODIGO POL 2 92 090 SOLO CUANDO SU ARTICULO PRIMERO CORRESPONDA A ALGUNA DE LAS SIGUIENTES CLAUSULAS ALTERNATIVAS; SEGURO DE VIDA TEMPORAL INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO CAL 2 92 091, SEGURO DE VIDA TEMPORAL RENOVABLE INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO CAL 2 92 092, SEGURO DE VIDA TEMPORAL CON DEVOLUCION DE PRIMAS INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO CAL 2 92 093, SEGURO DE VIDA TEMPORAL DECRECIENTE INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO CAL 2 92 094, SEGURO DE VIDA TEMPORAL RENOVABLE HASTA LOS 55 AÑOS INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO CAL 2 92 095; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 09 088; SEGURO  COLECTIVO  TEMPORAL  DE VIDA  INSCRITA  EN  EL  REGISTRO  DE  POLIZAS  BAJO EL CODIGO POL 2 92 098.",,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD292103,Res. 273 del 16/12/1992,COMPAñIA DE SEGUROS DE VIDA LA CHILENA CONSOLIDADA S.A.,"CLAUSULA DE ANTICIPO DE CAPITAL POR ENFERMEDADES GRAVES, ADICIONAL A LAS POLIZAS: POLIZA DE SEGURO DE VIDA DE CAPITALIZACION Y JUBILACION, CODIGO POL 2 91 071; SEGURO DE VIDA CON VALORES GARANTIZADOS, CODIGO POL 2 92 066, SOLO CUANDO SU ARTICULO PRIMERO CORRESPONDA A ALGUNA DE LAS SIGUIENTES CLAUSULAS ALTERNATIVAS: SEGURO VIDA ENTERA A PRIMA VITALICIA, CODIGO CAL 2 92 067; SEGURO VIDA ENTERA A PRIMA TEMPORAL, CODIGO CAL 2 92 068; SEGURO DOTAL SIMPLE, CODIGO CAL 2 92 069; SEGURO DOTAL MIXTO, CODIGO CAL 2 92 070; SEGURO DOBLE DOTAL CRECIENTE, CODIGO CAL 2 92 071; SEGURO TRIPLE DOTAL CRECIENTE, CODIGO CAL 2 92 072; SEGURO DE VIDA SIN VALORES GARANTIZADOS, CODIGO POL 2 92 090, SOLO CUANDO SU ARTICULO PRIMERO CORRESPONDA A ALGUNA DE LAS SIGUIENTES CLAUSULAS ALTERNATIVAS: SEGURO DE VIDA TEMPORAL, CODIGO CAL 2 92 091; SEGURO DE VIDA TEMPORAL RENOVABLE, CODIGO CAL 2 92 092; SEGURO DE VIDA TEMPORAL CON DEVOLUCION DE PRIMAS, CODIGO CAL 2 92 093; SEGURO DE VIDA TEMPORAL RENOVABLE HASTA LOS 55 AÑOS, CODIGO CAL 2 92 095; SEGURO COLECTIVO TEMPORAL DE VIDA, CODIGO POL 2 92 098; Y POLIZA DE SEGURO COLECTIVO TEMPORAL DE VIDA, CODIGO 2 95 043; SEGURO COLECTIVO DE VIDA, COD. POL 2 04 071; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 04 080; SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 04 081; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 04 088; SEGURO COLECTIVO TEMPORAL DE VIDA COD. POL 2 05 001; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 05 010; SEGURO COLECTIVO TEMPORAL DE VIDA, POL 2 07 007; SEGURO DE VIDA INDIVIDUAL DE AHORRO CON 57 BIS, COD. POL 2 07 013; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 09 088; POLIZA DE  SEGURO COLECTIVO DE VIDA, COD. POL 2 09 135; SEGURO COLECTIVO DE VIDA, COD. POL 2 10 174.



MODIFICADA POR RES.: 182 DE 18.08.95 - 221 DE 04.09.96 - 	",,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD292105,Res. 274 del 16/12/1992,COMPAñIA DE SEGUROS DE VIDA LA CHILENA CONSOLIDADA S.A.,"CLAUSULA COMPLEMENTARIA DE SALUD, ADICIONAL A: SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 92 098; POLIZA DE SEGURO COLECTIVO TEMPORAL DE VIDA CON AHORRO, COD. POL 2 02 007, SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 05 016; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL210026; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL210027. MODELO PROHIBIDO POR RESOLUCION N°541 DE 15/09/2010.

",,"- MODELO PROHIBIDO
- Salud
", - ,541 del 15/09/2010
